Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Brett Brothers Limited,Payment Schedules,2026-05-20 15:22:33.354000Z,169170M,Completed,Active
Crosscare,Payment Schedules,2026-05-20 15:22:32.714000Z,170410M,Received,Active
Welch Allyn Limited,Payment Schedules,2026-05-20 15:18:36.224000Z,170417M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 15:13:29.240000Z,170415M,Submitted,Active
Mondelez International,Payment Schedules,2026-05-20 15:13:26.119000Z,168863M,Completed,Active
Banaghan and Co Ltd,Payment Schedules,2026-05-20 15:10:49.044000Z,170401M,Received,Active
Revolut Ltd,Payment Schedules,2026-05-20 15:10:42.911000Z,170405M,Received,Active
Crosscare,Payment Schedules,2026-05-20 15:06:19.617000Z,170410M,Submitted,Active
Stryker Ireland,Payment Schedules,2026-05-20 15:04:39.186000Z,163752M,Completed,Active
Stryker Ireland,Payment Schedules,2026-05-20 15:04:33.752000Z,163751M,Completed,Active
Coolmore Castlehyde and Assoc Stud Farms,Payment Schedules,2026-05-20 15:01:22.602000Z,169828M,Cancelled,Active
CBRE GWS Limited,Payment Schedules,2026-05-20 15:01:01.697000Z,169064M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:58:59.772000Z,170388M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:58:59.229000Z,170385M,Received,Active
Revolut Ltd,Payment Schedules,2026-05-20 14:56:05.989000Z,170405M,Submitted,Active
Banaghan and Co Ltd,Payment Schedules,2026-05-20 14:53:03.292000Z,170401M,Submitted,Active
AXA MPS Financial DAC,Payment Schedules,2026-05-20 14:47:31.947000Z,170373M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:39:50.290000Z,170108M,Completed,Active
Brett Brothers Limited,Payment Schedules,2026-05-20 14:39:18.025000Z,169171M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:38:12.196000Z,170388M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:36:20.775000Z,170385M,Submitted,Active
Irish Residential Properties,Payment Schedules,2026-05-20 14:30:06.950000Z,170364M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:28:50.718000Z,170118M,Completed,Active
AXA MPS Financial DAC,Payment Schedules,2026-05-20 14:26:01.908000Z,170373M,Submitted,Active
Finning Ireland Limited,Payment Schedules,2026-05-20 14:17:28.191000Z,170349M,Received,Active
Irish Residential Properties,Payment Schedules,2026-05-20 14:09:18.205000Z,170364M,Submitted,Active
Matheson Support Services Unlimited Co,Payment Schedules,2026-05-20 14:09:07.429000Z,169715M,Completed,Active
The Institute of Banking Defined Contribution Pension Plan,Payment Schedules,2026-05-20 14:05:29.085000Z,170337M,Received,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-05-20 14:05:25.851000Z,170345M,Received,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-05-20 14:05:17.874000Z,170342M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 14:05:15.553000Z,170327M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:59:58.091000Z,170105M,Completed,Active
Finning Ireland Limited,Payment Schedules,2026-05-20 13:54:19.829000Z,170349M,Submitted,Active
Ei Unlimited Company,Payment Schedules,2026-05-20 13:52:36.300000Z,170324M,Received,Active
Cisco Systems Limited,Payment Schedules,2026-05-20 13:52:35.451000Z,170321M,Received,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-05-20 13:52:09.382000Z,170345M,Submitted,Active
Puratos Crest Foods Ltd,Payment Schedules,2026-05-20 13:50:42.258000Z,170342M,Submitted,Active
The Institute of Banking Defined Contribution Pension Plan,Payment Schedules,2026-05-20 13:49:12.426000Z,170337M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:40:30.792000Z,170327M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:39:47.461000Z,170312M,Received,Active
Atos IT Solutions and Services Ltd,Payment Schedules,2026-05-20 13:39:46.953000Z,170311M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:39:46.393000Z,170310M,Received,Active
Ei Unlimited Company,Payment Schedules,2026-05-20 13:37:13.498000Z,170324M,Submitted,Active
Cisco Systems Limited,Payment Schedules,2026-05-20 13:34:45.155000Z,170321M,Submitted,Active
Glennon Employee Benefits,Payment Schedules,2026-05-20 13:27:35.344000Z,170298M,Received,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:24:09.166000Z,168460M,Completed,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:22:00.649000Z,170312M,Submitted,Active
Atos IT Solutions and Services Ltd,Payment Schedules,2026-05-20 13:21:36.450000Z,170311M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 13:19:59.882000Z,170310M,Submitted,Active
PayPal Europe Services Limited,Payment Schedules,2026-05-20 13:12:43.899000Z,170277M,Received,Active
Glennon Employee Benefits,Payment Schedules,2026-05-20 13:10:19.915000Z,170298M,Submitted,Active
Unio Employee Benefits,Payment Schedules,2026-05-20 12:57:28.789000Z,170264M,Received,Active
